UF,state,region,region_name,micro_region,micro_region_name,city_id,city_full_id,name,district_id,district_name,neighborhood
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00015,1100015,Alta Floresta D'Oeste,05,110001505,Alta Floresta D'Oeste
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00015,1100015,Alta Floresta D'Oeste,15,110001515,Filadélfia d'Oeste
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00015,1100015,Alta Floresta D'Oeste,20,110001520,Izidolândia
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00015,1100015,Alta Floresta D'Oeste,25,110001525,Nova Gease d'Oeste
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00015,1100015,Alta Floresta D'Oeste,30,110001530,Rolim de Moura do Guaporé
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00015,1100015,Alta Floresta D'Oeste,35,110001535,Santo Antônio d'Oeste
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00379,1100379,Alto Alegre dos Parecis,05,110037905,Alto Alegre dos Parecis
11,Rondônia,02,Leste Rondoniense,003,Ariquemes,00403,1100403,Alto Paraíso,05,110040305,Alto Paraíso
11,Rondônia,02,Leste Rondoniense,005,Alvorada D'Oeste,00346,1100346,Alvorada D'Oeste,05,110034605,Alvorada D'Oeste
11,Rondônia,02,Leste Rondoniense,005,Alvorada D'Oeste,00346,1100346,Alvorada D'Oeste,25,110034625,Tancredópolis
11,Rondônia,02,Leste Rondoniense,005,Alvorada D'Oeste,00346,1100346,Alvorada D'Oeste,30,110034630,Terra Boa
11,Rondônia,02,Leste Rondoniense,003,Ariquemes,00023,1100023,Ariquemes,05,110002305,Ariquemes
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00452,1100452,Buritis,05,110045205,Buritis
11,Rondônia,02,Leste Rondoniense,008,Colorado do Oeste,00031,1100031,Cabixi,05,110003105,Cabixi
11,Rondônia,02,Leste Rondoniense,003,Ariquemes,00601,1100601,Cacaulândia,05,110060105,Cacaulândia
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00049,1100049,Cacoal,05,110004905,Cacoal
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00049,1100049,Cacoal,10,110004910,Riozinho
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00049,1100049,Cacoal,15,110004915,Divinópolis
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00700,1100700,Campo Novo de Rondônia,05,110070005,Campo Novo de Rondônia
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00809,1100809,Candeias do Jamari,05,110080905,Candeias do Jamari
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00809,1100809,Candeias do Jamari,20,110080920,Rio Preto do Candeias
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00908,1100908,Castanheiras,05,110090805,Castanheiras
11,Rondônia,02,Leste Rondoniense,008,Colorado do Oeste,00056,1100056,Cerejeiras,05,110005605,Cerejeiras
11,Rondônia,02,Leste Rondoniense,007,Vilhena,00924,1100924,Chupinguaia,05,110092405,Chupinguaia
11,Rondônia,02,Leste Rondoniense,008,Colorado do Oeste,00064,1100064,Colorado do Oeste,05,110006405,Colorado do Oeste
11,Rondônia,02,Leste Rondoniense,008,Colorado do Oeste,00072,1100072,Corumbiara,05,110007205,Corumbiara
11,Rondônia,01,Madeira-Guaporé,002,Guajará-Mirim,00080,1100080,Costa Marques,05,110008005,Costa Marques
11,Rondônia,01,Madeira-Guaporé,002,Guajará-Mirim,00080,1100080,Costa Marques,15,110008015,Príncipe da Beira
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00940,1100940,Cujubim,05,110094005,Cujubim
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00098,1100098,Espigão D'Oeste,05,110009805,Espigão D'Oeste
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00098,1100098,Espigão D'Oeste,10,110009810,Boa Vista do Pacarana
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00098,1100098,Espigão D'Oeste,12,110009812,Novo Paraíso
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00098,1100098,Espigão D'Oeste,15,110009815,Flor da Serra
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00098,1100098,Espigão D'Oeste,18,110009818,Nova Esperança
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,01005,1101005,Governador Jorge Teixeira,05,110100505,Governador Jorge Teixeira
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,01005,1101005,Governador Jorge Teixeira,15,110100515,Colina Verde
11,Rondônia,01,Madeira-Guaporé,002,Guajará-Mirim,00106,1100106,Guajará-Mirim,05,110010605,Guajará-Mirim
11,Rondônia,01,Madeira-Guaporé,002,Guajará-Mirim,00106,1100106,Guajará-Mirim,12,110010612,Iata
11,Rondônia,01,Madeira-Guaporé,002,Guajará-Mirim,00106,1100106,Guajará-Mirim,22,110010622,Surpresa
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,01104,1101104,Itapuã do Oeste,05,110110405,Itapuã do Oeste
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00114,1100114,Jaru,05,110011405,Jaru
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00114,1100114,Jaru,10,110011410,Bom Jesus
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00114,1100114,Jaru,20,110011420,Santa Cruz da Serra
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00114,1100114,Jaru,25,110011425,Tarilândia
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00122,1100122,Ji-Paraná,05,110012205,Ji-Paraná
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00122,1100122,Ji-Paraná,20,110012220,Nova Colina
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00122,1100122,Ji-Paraná,25,110012225,Nova Londrina
11,Rondônia,02,Leste Rondoniense,003,Ariquemes,00130,1100130,Machadinho D'Oeste,05,110013005,Machadinho D'Oeste
11,Rondônia,02,Leste Rondoniense,003,Ariquemes,00130,1100130,Machadinho D'Oeste,15,110013015,Oriente Novo
11,Rondônia,02,Leste Rondoniense,003,Ariquemes,00130,1100130,Machadinho D'Oeste,20,110013020,Quinto BEC
11,Rondônia,02,Leste Rondoniense,003,Ariquemes,00130,1100130,Machadinho D'Oeste,25,110013025,Tabajara
11,Rondônia,02,Leste Rondoniense,006,Cacoal,01203,1101203,Ministro Andreazza,05,110120305,Ministro Andreazza
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,01302,1101302,Mirante da Serra,05,110130205,Mirante da Serra
11,Rondônia,02,Leste Rondoniense,003,Ariquemes,01401,1101401,Monte Negro,05,110140105,Monte Negro
11,Rondônia,02,Leste Rondoniense,005,Alvorada D'Oeste,00148,1100148,Nova Brasilândia D'Oeste,05,110014805,Nova Brasilândia D'Oeste
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00338,1100338,Nova Mamoré,05,110033805,Nova Mamoré
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00338,1100338,Nova Mamoré,10,110033810,Araras
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00338,1100338,Nova Mamoré,12,110033812,Jacynópolis
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00338,1100338,Nova Mamoré,15,110033815,Nova Dimensão
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00338,1100338,Nova Mamoré,20,110033820,Palmeiras
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,01435,1101435,Nova União,05,110143505,Nova União
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00502,1100502,Novo Horizonte do Oeste,05,110050205,Novo Horizonte do Oeste
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00502,1100502,Novo Horizonte do Oeste,10,110050210,Migrantinópolis
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00155,1100155,Ouro Preto do Oeste,05,110015505,Ouro Preto do Oeste
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00155,1100155,Ouro Preto do Oeste,25,110015525,Rondominas
11,Rondônia,02,Leste Rondoniense,007,Vilhena,01450,1101450,Parecis,05,110145005,Parecis
11,Rondônia,02,Leste Rondoniense,007,Vilhena,00189,1100189,Pimenta Bueno,05,110018905,Pimenta Bueno
11,Rondônia,02,Leste Rondoniense,007,Vilhena,00189,1100189,Pimenta Bueno,15,110018915,Marco Rondon
11,Rondônia,02,Leste Rondoniense,007,Vilhena,00189,1100189,Pimenta Bueno,20,110018920,Itaporanga
11,Rondônia,02,Leste Rondoniense,008,Colorado do Oeste,01468,1101468,Pimenteiras do Oeste,05,110146805,Pimenteiras do Oeste
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00205,1100205,Porto Velho,05,110020505,Porto Velho
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00205,1100205,Porto Velho,10,110020510,Abunã
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00205,1100205,Porto Velho,15,110020515,Calama
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00205,1100205,Porto Velho,16,110020516,Demarcação
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00205,1100205,Porto Velho,17,110020517,Extrema
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00205,1100205,Porto Velho,18,110020518,Fortaleza do Abunã
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00205,1100205,Porto Velho,20,110020520,Jaci Paraná
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00205,1100205,Porto Velho,25,110020525,Mutum Paraná
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00205,1100205,Porto Velho,30,110020530,Nazaré
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00205,1100205,Porto Velho,35,110020535,Nova Califórnia
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00205,1100205,Porto Velho,40,110020540,São Carlos
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00205,1100205,Porto Velho,45,110020545,Vista Alegre do Abunã
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00254,1100254,Presidente Médici,05,110025405,Presidente Médici
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00254,1100254,Presidente Médici,15,110025415,Estrela de Rondônia
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00254,1100254,Presidente Médici,20,110025420,Novo Riachuelo
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00254,1100254,Presidente Médici,25,110025425,Vila Bandeira Branca
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,00254,1100254,Presidente Médici,30,110025430,Vila Camargo
11,Rondônia,02,Leste Rondoniense,007,Vilhena,01476,1101476,Primavera de Rondônia,05,110147605,Primavera de Rondônia
11,Rondônia,02,Leste Rondoniense,003,Ariquemes,00262,1100262,Rio Crespo,05,110026205,Rio Crespo
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00288,1100288,Rolim de Moura,05,110028805,Rolim de Moura
11,Rondônia,02,Leste Rondoniense,006,Cacoal,00296,1100296,Santa Luzia D'Oeste,05,110029605,Santa Luzia D'Oeste
11,Rondônia,02,Leste Rondoniense,007,Vilhena,01484,1101484,São Felipe D'Oeste,05,110148405,São Felipe D'Oeste
11,Rondônia,01,Madeira-Guaporé,002,Guajará-Mirim,01492,1101492,São Francisco do Guaporé,05,110149205,São Francisco do Guaporé
11,Rondônia,01,Madeira-Guaporé,002,Guajará-Mirim,01492,1101492,São Francisco do Guaporé,10,110149210,Porto Murtinho
11,Rondônia,02,Leste Rondoniense,005,Alvorada D'Oeste,00320,1100320,São Miguel do Guaporé,05,110032005,São Miguel do Guaporé
11,Rondônia,02,Leste Rondoniense,005,Alvorada D'Oeste,00320,1100320,São Miguel do Guaporé,20,110032020,Santana do Guaporé
11,Rondônia,02,Leste Rondoniense,005,Alvorada D'Oeste,01500,1101500,Seringueiras,05,110150005,Seringueiras
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,01559,1101559,Teixeirópolis,05,110155905,Teixeirópolis
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,01609,1101609,Theobroma,05,110160905,Theobroma
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,01708,1101708,Urupá,05,110170805,Urupá
11,Rondônia,02,Leste Rondoniense,003,Ariquemes,01757,1101757,Vale do Anari,05,110175705,Vale do Anari
11,Rondônia,02,Leste Rondoniense,004,Ji-Paraná,01807,1101807,Vale do Paraíso,05,110180705,Vale do Paraíso
11,Rondônia,02,Leste Rondoniense,007,Vilhena,00304,1100304,Vilhena,05,110030405,Vilhena
12,Acre,02,Vale do Acre,004,Rio Branco,00013,1200013,Acrelândia,05,120001305,Acrelândia
12,Acre,02,Vale do Acre,005,Brasiléia,00054,1200054,Assis Brasil,05,120005405,Assis Brasil
12,Acre,02,Vale do Acre,005,Brasiléia,00104,1200104,Brasiléia,05,120010405,Brasiléia
12,Acre,02,Vale do Acre,004,Rio Branco,00138,1200138,Bujari,05,120013805,Bujari
12,Acre,02,Vale do Acre,004,Rio Branco,00179,1200179,Capixaba,05,120017905,Capixaba
12,Acre,01,Vale do Juruá,001,Cruzeiro do Sul,00203,1200203,Cruzeiro do Sul,05,120020305,Cruzeiro do Sul
12,Acre,02,Vale do Acre,005,Brasiléia,00252,1200252,Epitaciolândia,05,120025205,Epitaciolândia
12,Acre,01,Vale do Juruá,002,Tarauacá,00302,1200302,Feijó,05,120030205,Feijó
12,Acre,01,Vale do Juruá,002,Tarauacá,00328,1200328,Jordão,05,120032805,Jordão
12,Acre,01,Vale do Juruá,001,Cruzeiro do Sul,00336,1200336,Mâncio Lima,05,120033605,Mâncio Lima
12,Acre,02,Vale do Acre,003,Sena Madureira,00344,1200344,Manoel Urbano,05,120034405,Manoel Urbano
12,Acre,01,Vale do Juruá,001,Cruzeiro do Sul,00351,1200351,Marechal Thaumaturgo,05,120035105,Marechal Thaumaturgo
12,Acre,02,Vale do Acre,004,Rio Branco,00385,1200385,Plácido de Castro,05,120038505,Plácido de Castro
12,Acre,02,Vale do Acre,004,Rio Branco,00385,1200385,Plácido de Castro,10,120038510,Campinas
12,Acre,02,Vale do Acre,004,Rio Branco,00807,1200807,Porto Acre,05,120080705,Porto Acre
12,Acre,02,Vale do Acre,004,Rio Branco,00807,1200807,Porto Acre,20,120080720,Vila do Caquetá
12,Acre,02,Vale do Acre,004,Rio Branco,00807,1200807,Porto Acre,23,120080723,Vila do Incra
12,Acre,02,Vale do Acre,004,Rio Branco,00807,1200807,Porto Acre,25,120080725,Vila do V
12,Acre,01,Vale do Juruá,001,Cruzeiro do Sul,00393,1200393,Porto Walter,05,120039305,Porto Walter
12,Acre,02,Vale do Acre,004,Rio Branco,00401,1200401,Rio Branco,05,120040105,Rio Branco
12,Acre,01,Vale do Juruá,001,Cruzeiro do Sul,00427,1200427,Rodrigues Alves,05,120042705,Rodrigues Alves
12,Acre,02,Vale do Acre,003,Sena Madureira,00435,1200435,Santa Rosa do Purus,05,120043505,Santa Rosa do Purus
12,Acre,02,Vale do Acre,003,Sena Madureira,00500,1200500,Sena Madureira,05,120050005,Sena Madureira
12,Acre,02,Vale do Acre,004,Rio Branco,00450,1200450,Senador Guiomard,05,120045005,Senador Guiomard
12,Acre,01,Vale do Juruá,002,Tarauacá,00609,1200609,Tarauacá,05,120060905,Tarauacá
12,Acre,02,Vale do Acre,005,Brasiléia,00708,1200708,Xapuri,05,120070805,Xapuri
13,Amazonas,03,Centro Amazonense,005,Tefé,00029,1300029,Alvarães,05,130002905,Alvarães
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,00060,1300060,Amaturá,05,130006005,Amaturá
13,Amazonas,03,Centro Amazonense,006,Coari,00086,1300086,Anamã,05,130008605,Anamã
13,Amazonas,03,Centro Amazonense,006,Coari,00102,1300102,Anori,05,130010205,Anori
13,Amazonas,04,Sul Amazonense,013,Madeira,00144,1300144,Apuí,05,130014405,Apuí
13,Amazonas,04,Sul Amazonense,013,Madeira,00144,1300144,Apuí,10,130014410,Sucunduri
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,00201,1300201,Atalaia do Norte,05,130020105,Atalaia do Norte
13,Amazonas,03,Centro Amazonense,007,Manaus,00300,1300300,Autazes,05,130030005,Autazes
13,Amazonas,03,Centro Amazonense,007,Manaus,00300,1300300,Autazes,10,130030010,Murutinga
13,Amazonas,01,Norte Amazonense,001,Rio Negro,00409,1300409,Barcelos,05,130040905,Barcelos
13,Amazonas,03,Centro Amazonense,010,Parintins,00508,1300508,Barreirinha,05,130050805,Barreirinha
13,Amazonas,03,Centro Amazonense,010,Parintins,00508,1300508,Barreirinha,10,130050810,Ariaú
13,Amazonas,03,Centro Amazonense,010,Parintins,00508,1300508,Barreirinha,12,130050812,Cametá
13,Amazonas,03,Centro Amazonense,010,Parintins,00508,1300508,Barreirinha,15,130050815,Freguesia do Andirá
13,Amazonas,03,Centro Amazonense,010,Parintins,00508,1300508,Barreirinha,20,130050820,Pedras
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,00607,1300607,Benjamin Constant,05,130060705,Benjamin Constant
13,Amazonas,03,Centro Amazonense,006,Coari,00631,1300631,Beruri,05,130063105,Beruri
13,Amazonas,03,Centro Amazonense,010,Parintins,00680,1300680,Boa Vista do Ramos,05,130068005,Boa Vista do Ramos
13,Amazonas,03,Centro Amazonense,010,Parintins,00680,1300680,Boa Vista do Ramos,10,130068010,Lago Preto
13,Amazonas,03,Centro Amazonense,010,Parintins,00680,1300680,Boa Vista do Ramos,15,130068015,Massauari
13,Amazonas,04,Sul Amazonense,011,Boca do Acre,00706,1300706,Boca do Acre,05,130070605,Boca do Acre
13,Amazonas,04,Sul Amazonense,011,Boca do Acre,00706,1300706,Boca do Acre,10,130070610,Floriano Peixoto
13,Amazonas,04,Sul Amazonense,013,Madeira,00805,1300805,Borba,05,130080505,Borba
13,Amazonas,04,Sul Amazonense,013,Madeira,00805,1300805,Borba,20,130080520,Canumã
13,Amazonas,04,Sul Amazonense,013,Madeira,00805,1300805,Borba,25,130080525,Axinin
13,Amazonas,03,Centro Amazonense,006,Coari,00839,1300839,Caapiranga,05,130083905,Caapiranga
13,Amazonas,04,Sul Amazonense,012,Purus,00904,1300904,Canutama,05,130090405,Canutama
13,Amazonas,04,Sul Amazonense,012,Purus,00904,1300904,Canutama,10,130090410,Belo Monte
13,Amazonas,04,Sul Amazonense,012,Purus,00904,1300904,Canutama,15,130090415,Açuanópolis
13,Amazonas,02,Sudoeste Amazonense,004,Juruá,01001,1301001,Carauari,05,130100105,Carauari
13,Amazonas,03,Centro Amazonense,007,Manaus,01100,1301100,Careiro,05,130110005,Careiro
13,Amazonas,03,Centro Amazonense,007,Manaus,01100,1301100,Careiro,10,130110010,Purupuru
13,Amazonas,03,Centro Amazonense,007,Manaus,01100,1301100,Careiro,15,130110015,Janauacá
13,Amazonas,03,Centro Amazonense,007,Manaus,01159,1301159,Careiro da Várzea,05,130115905,Careiro da Várzea
13,Amazonas,03,Centro Amazonense,006,Coari,01209,1301209,Coari,05,130120905,Coari
13,Amazonas,03,Centro Amazonense,006,Coari,01308,1301308,Codajás,05,130130805,Codajás
13,Amazonas,03,Centro Amazonense,006,Coari,01308,1301308,Codajás,10,130130810,Badajós
13,Amazonas,02,Sudoeste Amazonense,004,Juruá,01407,1301407,Eirunepé,05,130140705,Eirunepé
13,Amazonas,02,Sudoeste Amazonense,004,Juruá,01506,1301506,Envira,05,130150605,Envira
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,01605,1301605,Fonte Boa,05,130160505,Fonte Boa
13,Amazonas,02,Sudoeste Amazonense,004,Juruá,01654,1301654,Guajará,05,130165405,Guajará
13,Amazonas,04,Sul Amazonense,013,Madeira,01704,1301704,Humaitá,05,130170405,Humaitá
13,Amazonas,02,Sudoeste Amazonense,004,Juruá,01803,1301803,Ipixuna,05,130180305,Ipixuna
13,Amazonas,03,Centro Amazonense,007,Manaus,01852,1301852,Iranduba,05,130185205,Iranduba
13,Amazonas,03,Centro Amazonense,007,Manaus,01852,1301852,Iranduba,10,130185210,Ariaú
13,Amazonas,03,Centro Amazonense,007,Manaus,01852,1301852,Iranduba,15,130185215,Cacau Pirêra
13,Amazonas,03,Centro Amazonense,007,Manaus,01852,1301852,Iranduba,20,130185220,Lago do Limão
13,Amazonas,03,Centro Amazonense,007,Manaus,01852,1301852,Iranduba,25,130185225,Paricatuba
13,Amazonas,03,Centro Amazonense,009,Itacoatiara,01902,1301902,Itacoatiara,05,130190205,Itacoatiara
13,Amazonas,03,Centro Amazonense,009,Itacoatiara,01902,1301902,Itacoatiara,10,130190210,Amatari
13,Amazonas,02,Sudoeste Amazonense,004,Juruá,01951,1301951,Itamarati,05,130195105,Itamarati
13,Amazonas,03,Centro Amazonense,009,Itacoatiara,02009,1302009,Itapiranga,05,130200905,Itapiranga
13,Amazonas,01,Norte Amazonense,002,Japurá,02108,1302108,Japurá,05,130210805,Japurá
13,Amazonas,01,Norte Amazonense,002,Japurá,02108,1302108,Japurá,10,130210810,Vila Bitencourt
13,Amazonas,02,Sudoeste Amazonense,004,Juruá,02207,1302207,Juruá,05,130220705,Juruá
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,02306,1302306,Jutaí,05,130230605,Jutaí
13,Amazonas,04,Sul Amazonense,012,Purus,02405,1302405,Lábrea,05,130240505,Lábrea
13,Amazonas,03,Centro Amazonense,007,Manaus,02504,1302504,Manacapuru,05,130250405,Manacapuru
13,Amazonas,03,Centro Amazonense,007,Manaus,02553,1302553,Manaquiri,05,130255305,Manaquiri
13,Amazonas,03,Centro Amazonense,007,Manaus,02603,1302603,Manaus,05,130260305,Manaus
13,Amazonas,04,Sul Amazonense,013,Madeira,02702,1302702,Manicoré,05,130270205,Manicoré
13,Amazonas,01,Norte Amazonense,002,Japurá,02801,1302801,Maraã,05,130280105,Maraã
13,Amazonas,03,Centro Amazonense,010,Parintins,02900,1302900,Maués,05,130290005,Maués
13,Amazonas,03,Centro Amazonense,010,Parintins,02900,1302900,Maués,10,130290010,Osório da Fonseca
13,Amazonas,03,Centro Amazonense,010,Parintins,02900,1302900,Maués,15,130290015,Repartimento
13,Amazonas,03,Centro Amazonense,010,Parintins,03007,1303007,Nhamundá,05,130300705,Nhamundá
13,Amazonas,03,Centro Amazonense,009,Itacoatiara,03106,1303106,Nova Olinda do Norte,05,130310605,Nova Olinda do Norte
13,Amazonas,01,Norte Amazonense,001,Rio Negro,03205,1303205,Novo Airão,05,130320505,Novo Airão
13,Amazonas,04,Sul Amazonense,013,Madeira,03304,1303304,Novo Aripuanã,05,130330405,Novo Aripuanã
13,Amazonas,03,Centro Amazonense,010,Parintins,03403,1303403,Parintins,05,130340305,Parintins
13,Amazonas,03,Centro Amazonense,010,Parintins,03403,1303403,Parintins,10,130340310,Mocambo
13,Amazonas,03,Centro Amazonense,010,Parintins,03403,1303403,Parintins,15,130340315,Bacuri
13,Amazonas,03,Centro Amazonense,010,Parintins,03403,1303403,Parintins,20,130340320,Vila Amazônia
13,Amazonas,03,Centro Amazonense,010,Parintins,03403,1303403,Parintins,25,130340325,Tracajá
13,Amazonas,03,Centro Amazonense,010,Parintins,03403,1303403,Parintins,30,130340330,Uaicurapá
13,Amazonas,04,Sul Amazonense,011,Boca do Acre,03502,1303502,Pauini,05,130350205,Pauini
13,Amazonas,03,Centro Amazonense,008,Rio Preto da Eva,03536,1303536,Presidente Figueiredo,05,130353605,Presidente Figueiredo
13,Amazonas,03,Centro Amazonense,008,Rio Preto da Eva,03536,1303536,Presidente Figueiredo,10,130353610,Balbina
13,Amazonas,03,Centro Amazonense,008,Rio Preto da Eva,03569,1303569,Rio Preto da Eva,05,130356905,Rio Preto da Eva
13,Amazonas,01,Norte Amazonense,001,Rio Negro,03601,1303601,Santa Isabel do Rio Negro,05,130360105,Santa Isabel do Rio Negro
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,03700,1303700,Santo Antônio do Içá,05,130370005,Santo Antônio do Içá
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,03700,1303700,Santo Antônio do Içá,15,130370015,Alterosa
13,Amazonas,01,Norte Amazonense,001,Rio Negro,03809,1303809,São Gabriel da Cachoeira,05,130380905,São Gabriel da Cachoeira
13,Amazonas,01,Norte Amazonense,001,Rio Negro,03809,1303809,São Gabriel da Cachoeira,12,130380912,Cucui
13,Amazonas,01,Norte Amazonense,001,Rio Negro,03809,1303809,São Gabriel da Cachoeira,15,130380915,Içana
13,Amazonas,01,Norte Amazonense,001,Rio Negro,03809,1303809,São Gabriel da Cachoeira,20,130380920,São Felipe
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,03908,1303908,São Paulo de Olivença,05,130390805,São Paulo de Olivença
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,03908,1303908,São Paulo de Olivença,15,130390815,Santa Rita
13,Amazonas,03,Centro Amazonense,010,Parintins,03957,1303957,São Sebastião do Uatumã,05,130395705,São Sebastião do Uatumã
13,Amazonas,03,Centro Amazonense,010,Parintins,03957,1303957,São Sebastião do Uatumã,10,130395710,Santana
13,Amazonas,03,Centro Amazonense,009,Itacoatiara,04005,1304005,Silves,05,130400505,Silves
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,04062,1304062,Tabatinga,05,130406205,Tabatinga
13,Amazonas,04,Sul Amazonense,012,Purus,04104,1304104,Tapauá,05,130410405,Tapauá
13,Amazonas,03,Centro Amazonense,005,Tefé,04203,1304203,Tefé,05,130420305,Tefé
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,04237,1304237,Tonantins,05,130423705,Tonantins
13,Amazonas,03,Centro Amazonense,005,Tefé,04260,1304260,Uarini,05,130426005,Uarini
13,Amazonas,03,Centro Amazonense,010,Parintins,04302,1304302,Urucará,05,130430205,Urucará
13,Amazonas,03,Centro Amazonense,009,Itacoatiara,04401,1304401,Urucurituba,05,130440105,Urucurituba
13,Amazonas,03,Centro Amazonense,009,Itacoatiara,04401,1304401,Urucurituba,10,130440110,Augusto Montenegro
13,Amazonas,03,Centro Amazonense,009,Itacoatiara,04401,1304401,Urucurituba,15,130440115,Itapeaçú
14,Roraima,01,Norte de Roraima,001,Boa Vista,00050,1400050,Alto Alegre,05,140005005,Alto Alegre
14,Roraima,01,Norte de Roraima,001,Boa Vista,00027,1400027,Amajari,05,140002705,Amajari
14,Roraima,01,Norte de Roraima,001,Boa Vista,00100,1400100,Boa Vista,05,140010005,Boa Vista
14,Roraima,01,Norte de Roraima,002,Nordeste de Roraima,00159,1400159,Bonfim,05,140015905,Bonfim
14,Roraima,01,Norte de Roraima,002,Nordeste de Roraima,00175,1400175,Cantá,05,140017505,Cantá
14,Roraima,02,Sul de Roraima,003,Caracaraí,00209,1400209,Caracaraí,05,140020905,Caracaraí
14,Roraima,02,Sul de Roraima,004,Sudeste de Roraima,00233,1400233,Caroebe,05,140023305,Caroebe
14,Roraima,02,Sul de Roraima,003,Caracaraí,00282,1400282,Iracema,05,140028205,Iracema
14,Roraima,02,Sul de Roraima,003,Caracaraí,00308,1400308,Mucajaí,05,140030805,Mucajaí
14,Roraima,01,Norte de Roraima,002,Nordeste de Roraima,00407,1400407,Normandia,05,140040705,Normandia
14,Roraima,01,Norte de Roraima,001,Boa Vista,00456,1400456,Pacaraima,05,140045605,Pacaraima
14,Roraima,02,Sul de Roraima,004,Sudeste de Roraima,00472,1400472,Rorainópolis,05,140047205,Rorainópolis
14,Roraima,02,Sul de Roraima,004,Sudeste de Roraima,00506,1400506,São João da Baliza,05,140050605,São João da Baliza
